id,exp_date,exp_desc,amount,exp_month,exp_year,recurring,recurring_period,category_id,recurring_start,user_id,payment_id,created_on,updated_on
889,2019-02-11,Lunch,4,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
3,2019-02-12,Dinner,5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
795,2019-02-12,Breakfast,1.8,2,2019,FALSE,,35,,1,3,2022-03-28,2022-06-28
960,2019-02-12,Lunch,3.8,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
49,2019-02-13,Breakfast,1.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
212,2019-02-13,MRT,3.5,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
213,2019-02-13,Dinner,14,2,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
146,2019-02-14,Breakfast,1.8,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
214,2019-02-14,Lunch,2.3,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
286,2019-02-14,Dinner,3.8,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
215,2019-02-15,MRT/Bus,3,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
287,2019-02-15,Starbucks Tea,5.1,2,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
288,2019-02-15,Beer + Dinner,32,2,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
396,2019-02-15,Lunch,4.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
486,2019-02-15,Home,35,2,2019,FALSE,,39,,1,11,2022-03-28,2022-06-28
216,2019-02-16,MRT/Bus,5,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
217,2019-02-17,MRT/Bus,4,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
289,2019-02-17,Dinner,12.5,2,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
487,2019-02-17,Lunch,5.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
218,2019-02-18,MRT home,2,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
588,2019-02-18,Breakfast,2.2,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
713,2019-02-18,Lunch,3.9,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
796,2019-02-18,Dinner,5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
219,2019-02-19,Bus Home,0.8,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
890,2019-02-19,Breakfast,1.9,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
961,2019-02-19,Lunch,3.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
4,2019-02-20,Lunch,2.6,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
51,2019-02-20,Dinner,7.2,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
220,2019-02-20,MRT,2,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
147,2019-02-21,Breakfast,1.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
52,2019-02-22,Check up,535,2,2019,FALSE,,20,,1,5,2022-03-28,2022-06-28
221,2019-02-22,Breakfast,1.8,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
222,2019-02-22,MRT/Bus,7,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
290,2019-02-22,Lunch,6.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
291,2019-02-22,Starbucks Tea,5.1,2,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
397,2019-02-22,Dinner,8.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
223,2019-02-23,Bus Home,0.8,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
891,2019-02-23,Underwear,11.82,2,2019,FALSE,,10,,1,4,2022-03-28,2022-06-28
224,2019-02-24,Bus Home,4,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
488,2019-02-24,Lunch,4.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
892,2019-02-24,Underwear,13.52,2,2019,FALSE,,10,,1,4,2022-03-28,2022-06-28
589,2019-02-25,Breakfast/Lunch,3.2,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
714,2019-02-25,Dinner,5.2,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
797,2019-02-26,Breakfast,2.2,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
893,2019-02-26,Lunch,7,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
207,2019-02-04,Ang Pow,160,2,2019,FALSE,,25,,1,4,2022-03-28,2022-06-28
50,2019-02-13,Lunch,4,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
962,2019-02-26,Dinner,3.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
5,2019-02-27,Breakfast,2.2,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
53,2019-02-27,Lunch,3.5,2,2019,FALSE,,35,,1,12,2022-03-28,2022-06-28
54,2019-02-27,Dinner,4,2,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
55,2019-02-28,Breakfast,2.5,2,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
56,2019-02-28,Lunch,4,2,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
225,2019-02-28,Bus Home,0.8,2,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
131,,Aviva Group Term Life Insurance,9.27,2,2019,TRUE,M,42,2019-01-01,1,12,2022-03-28,2022-06-28
132,,Accident Plan,13.65,2,2019,TRUE,M,3,,1,12,2022-03-28,2022-06-28
133,,Accident Plan (April 2019),13.65,2,2019,TRUE,M,3,2019-04-01,1,12,2022-03-28,2022-06-28
134,,Estimated Food Out Expense,400,2,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
136,,NTUC Income,40,2,2019,TRUE,M,2,2019-01-01,1,12,2022-03-28,2022-06-28
137,,Allowance to Parents,500,2,2019,TRUE,M,6,2019-01-01,1,11,2022-03-28,2022-06-28
138,,Starhub Phone Bill,24.95,2,2019,TRUE,M,5,2019-01-01,1,4,2022-03-28,2022-06-28
139,,Hospitalization Plan (Sept),26.83,2,2019,TRUE,M,1,2019-01-01,1,4,2022-03-28,2022-06-28
148,2019-03-01,Snacks,13.9,3,2019,FALSE,,37,,1,11,2022-03-28,2022-06-28
226,2019-03-01,Bus,3.2,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
292,2019-03-01,Lunch,14.65,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
57,2019-03-02,Burrito,6.8,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
227,2019-03-02,Bus,1.6,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
58,2019-03-03,Lunch,5.2,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
228,2019-03-03,Bus,4.5,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
59,2019-03-04,Breakfast,2.2,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
60,2019-03-04,Lunch,3.4,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
229,2019-03-04,MRT,1.3,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
61,2019-03-05,Breakfast,1.8,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
62,2019-03-05,Lunch,2.9,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
63,2019-03-05,Dinner,5.6,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
293,2019-03-05,MRT,3,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
64,2019-03-06,Breakfast,1.6,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
65,2019-03-06,Lunch,2.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
66,2019-03-06,Dinner,5.2,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
67,2019-03-07,Breakfast,1.8,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
294,2019-03-07,Bus,3,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
295,2019-03-07,Dinner,17,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
296,2019-03-08,MRT/Bus,2,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
297,2019-03-08,Lunch,11,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
489,2019-03-08,Cab Home,28,3,2019,FALSE,,39,,1,11,2022-03-28,2022-06-28
798,2019-03-08,Ciggs,17.1,3,2019,FALSE,,28,,1,11,2022-03-28,2022-06-28
299,2019-03-09,MRT/Bus,3.2,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
68,2019-03-10,Lunch,10,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
69,2019-03-10,Breakfast,3.7,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
300,2019-03-10,MRT/Bus,6,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
70,2019-03-11,Lunch,1.6,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
71,2019-03-11,Breakfast,2,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
72,2019-03-11,Dinner,3.4,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
301,2019-03-11,MRT/Bus,4.2,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
73,2019-03-12,Breakfast,1.9,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
74,2019-03-12,Lunch,8.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
75,2019-03-12,Dinner,4.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
76,2019-03-13,Breakfast,1.9,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
77,2019-03-13,Lunch,3,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
78,2019-03-13,Dinner,4.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
79,2019-03-14,Breakfast,2.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
80,2019-03-14,Lunch,5.6,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
81,2019-03-14,Dinner,9.35,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
302,2019-03-15,MRT/Bus,1.4,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
590,2019-03-15,Snacks,7.9,3,2019,FALSE,,37,,1,4,2022-03-28,2022-06-28
303,2019-03-16,MRT/Bus,2.8,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
591,2019-03-16,Snacks,2.4,3,2019,FALSE,,37,,1,4,2022-03-28,2022-06-28
82,2019-03-17,Breakfast,3.7,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
83,2019-03-17,Lunch,5.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
304,2019-03-17,MRT/Bus,5,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
84,2019-03-18,Breakfast,2.2,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
85,2019-03-18,Lunch,3.8,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
86,2019-03-18,Dinner,8.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
87,2019-03-18,Massage,44,3,2019,FALSE,,17,,1,11,2022-03-28,2022-06-28
305,2019-03-18,MRT/Bus,2,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
88,2019-03-19,Lunch,5.6,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
306,2019-03-19,MRT/Bus,3,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
398,2019-03-19,Dinner,15,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
89,2019-03-20,Breakfast,2.1,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
90,2019-03-20,Lunch,5.1,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
307,2019-03-20,MRT/Bus,2.5,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
399,2019-03-20,Dinner,54,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
308,2019-03-21,MRT/Bus,1.8,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
91,2019-03-22,Breakfast,1.9,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
92,2019-03-22,Lunch,4,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
309,2019-03-22,MRT/Bus,6,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
400,2019-03-22,Dinner,15.5,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
401,2019-03-22,Maritini,11,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
490,2019-03-22,Back Home,21,3,2019,FALSE,,39,,1,11,2022-03-28,2022-06-28
135,,Estimated Shopping,350,2,2019,FALSE,,38,,1,4,2022-03-28,2022-06-28
93,2019-03-23,Lunch,4,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
94,2019-03-23,Dinner,4.2,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
230,2019-03-23,Antihistamine,12.7,3,2019,FALSE,,23,,1,4,2022-03-28,2022-06-28
231,2019-03-23,Heat/Cold Pack,8.1,3,2019,FALSE,,23,,1,4,2022-03-28,2022-06-28
310,2019-03-23,Bus/MRT,4,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
403,2019-03-23,Dessert,5,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
95,2019-03-24,Lunch,3.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
311,2019-03-24,Bus/MRT,5,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
96,2019-03-25,Breakfast,2.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
97,2019-03-25,Lunch,3.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
491,2019-03-25,Cab Home,9,3,2019,FALSE,,39,,1,11,2022-03-28,2022-06-28
98,2019-03-26,Breakfast,2.2,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
99,2019-03-26,Lunch,4.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
149,2019-03-26,Dinner,4.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
150,2019-03-27,Lunch,5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
151,2019-03-27,Dinner,4,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
312,2019-03-27,MRT/Bus,4,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
152,2019-03-28,Breakfast,1.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
153,2019-03-28,Lunch,4.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
154,2019-03-28,Dinner,4.5,3,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
313,2019-03-29,MRT/Bus,8,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
404,2019-03-29,Beauty In The Pot,58,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
405,2019-03-29,Dinner,24,3,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
314,2019-03-30,MRT/Bus,2,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
315,2019-03-31,MRT/Bus,3.8,3,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
492,2019-03-31,Cab to CQ,18,3,2019,FALSE,,39,,1,4,2022-03-28,2022-06-28
799,2019-03-31,Drinks,18,3,2019,FALSE,,28,,1,11,2022-03-28,2022-06-28
199,,Aviva Group Term Life Insurance,9.27,3,2019,TRUE,M,42,2019-01-01,1,12,2022-03-28,2022-06-28
200,,Accident Plan (April 2019),13.65,3,2019,TRUE,M,3,2019-04-01,1,12,2022-03-28,2022-06-28
201,,NTUC Income,40,3,2019,TRUE,M,2,2019-01-01,1,12,2022-03-28,2022-06-28
202,,Allowance to Parents,500,3,2019,TRUE,M,6,2019-01-01,1,11,2022-03-28,2022-06-28
203,,Starhub Phone Bill,24.95,3,2019,TRUE,M,5,2019-01-01,1,4,2022-03-28,2022-06-28
204,,Hospitalization Plan (Sept),26.83,3,2019,TRUE,M,1,2019-01-01,1,4,2022-03-28,2022-06-28
155,2019-04-01,Breakfast,2.2,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
156,2019-04-01,Lunch,8.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
316,2019-04-01,MRT/Bus,5,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
406,2019-04-01,Dinner,20,4,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
157,2019-04-02,Breakfast,2.2,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
158,2019-04-02,Lunch,2.9,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
159,2019-04-02,Dinner,4,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
160,2019-04-03,Breakfast,2.1,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
161,2019-04-03,Lunch,2.6,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
162,2019-04-03,Dinner,5.2,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
163,2019-04-04,Breakfast,2,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
164,2019-04-04,Lunch,4,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
165,2019-04-04,Dinner,4,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
166,2019-04-04,Curry Puff,1.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
493,2019-04-04,Cab to Airport,9,4,2019,FALSE,,39,,1,11,2022-03-28,2022-06-28
317,2019-04-05,South Africa Trip,284.14,4,2019,FALSE,,34,,1,11,2022-03-28,2022-06-28
318,2019-04-06,South Africa Trip,284.14,4,2019,FALSE,,34,,1,4,2022-03-28,2022-06-28
319,2019-04-07,South Africa Trip,284.14,4,2019,FALSE,,34,,1,4,2022-03-28,2022-06-28
320,2019-04-08,South Africa Trip,284.14,4,2019,FALSE,,34,,1,6,2022-03-28,2022-06-28
321,2019-04-09,South Africa Trip,284.14,4,2019,FALSE,,34,,1,4,2022-03-28,2022-06-28
322,2019-04-10,South Africa Trip,284.14,4,2019,FALSE,,34,,1,4,2022-03-28,2022-06-28
323,2019-04-11,South Africa Trip,284.14,4,2019,FALSE,,34,,1,4,2022-03-28,2022-06-28
324,2019-04-12,South Africa Trip,284.14,4,2019,FALSE,,34,,1,4,2022-03-28,2022-06-28
325,2019-04-13,Bus/MRT,3,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
326,2019-04-13,South Africa Trip,284.14,4,2019,FALSE,,34,,1,4,2022-03-28,2022-06-28
494,2019-04-13,Cab Home,31,4,2019,FALSE,,39,,1,11,2022-03-28,2022-06-28
894,2019-04-13,Hair Cut,15,4,2019,FALSE,,10,,1,4,2022-03-28,2022-06-28
167,2019-04-14,Breakfast,3.7,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
168,2019-04-14,Lunch,5.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
327,2019-04-14,Bus/MRT,5,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
100,2019-04-15,Check Up,58.8,4,2019,FALSE,,20,,1,4,2022-03-28,2022-06-28
169,2019-04-15,Breakfast,1.9,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
170,2019-04-15,Lunch,3.9,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
171,2019-04-15,Dinner,7.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
328,2019-04-15,Bus/MRT,7,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
172,2019-04-16,Breakfast,1.9,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
173,2019-04-16,Lunch,4.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
329,2019-04-16,Bus/MRT,5,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
592,2019-04-16,Snacks,9,4,2019,FALSE,,37,,1,12,2022-03-28,2022-06-28
174,2019-04-17,Breakfast,2.2,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
175,2019-04-17,Lunch,4,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
176,2019-04-17,Dinner,5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
177,2019-04-18,Breakfast,2.2,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
178,2019-04-18,Lunch,4.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
330,2019-04-18,MRT/Bus,2,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
495,2019-04-18,DInner,42,4,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
497,2019-04-18,Cab Home,23.2,4,2019,FALSE,,39,,1,11,2022-03-28,2022-06-28
331,2019-04-19,MRT/Bus,2,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
498,2019-04-19,Wine/Cheese,41.2,4,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
179,2019-04-20,Breakfast,5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
332,2019-04-20,MRT/Bus,4,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
180,2019-04-21,Lunch,3,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
333,2019-04-21,MRT/Bus,5,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
181,2019-04-22,Breakfast,1.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
182,2019-04-22,Lunch,4.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
183,2019-04-22,Dinner,7.95,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
408,2019-04-22,MRT/Bus,4,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
184,2019-04-23,Breakfast,1.9,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
185,2019-04-23,Lunch,5.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
409,2019-04-23,MRT/Bus,3,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
186,2019-04-24,Breakfast,1.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
187,2019-04-24,Lunch,4.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
188,2019-04-24,Dinner,5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
410,2019-04-24,MRT/Bus,4,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
499,2019-04-24,Snacks,3.2,4,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
189,2019-04-25,Breakfast,1.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
190,2019-04-25,Lunch,3.5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
411,2019-04-25,MRT/Bus,4,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
334,2019-04-26,Movie,7,4,2019,FALSE,,27,,1,11,2022-03-28,2022-06-28
412,2019-04-26,MRT/Bus,4,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
895,2019-04-26,Cake,39.9,4,2019,FALSE,,36,,1,4,2022-03-28,2022-06-28
191,2019-04-28,Breakfast,3.7,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
192,2019-04-28,Lunch,5,4,2019,FALSE,,35,,1,11,2022-03-28,2022-06-28
413,2019-04-28,MRT/Bus,4,4,2019,FALSE,,11,,1,4,2022-03-28,2022-06-28
